task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
9	67/f0de78	1121495	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR3473986)	COMPLETED	0	2023-03-13 05:05:18.037	5.6s	4s	120.0%	197.8 MB	3 GB	22.6 MB	1.8 MB
14	03/12e9d9	1121940	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR3473987)	COMPLETED	0	2023-03-13 05:05:23.680	5.6s	4s	128.9%	181 MB	3 GB	22.9 MB	1.8 MB
13	96/c49fa4	1122376	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR3473987)	COMPLETED	0	2023-03-13 05:05:29.255	6.2s	6s	117.9%	214 MB	3 GB	83.5 MB	48.2 MB
11	36/45d3d1	1123145	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR3473986)	COMPLETED	0	2023-03-13 05:05:35.456	6s	6s	117.8%	183.2 MB	3 GB	78 MB	43.5 MB
15	91/9b543f	1123846	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR3473988)	COMPLETED	0	2023-03-13 05:05:41.531	5.6s	4s	127.2%	211.1 MB	3 GB	23.7 MB	1.8 MB
18	e7/c09999	1124292	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR3473989)	COMPLETED	0	2023-03-13 05:05:47.158	6s	6s	126.1%	170.8 MB	3 GB	78.3 MB	43.7 MB
17	0f/44e3b7	1124996	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR3473988)	COMPLETED	0	2023-03-13 05:05:53.144	6.4s	6s	127.1%	194.2 MB	3 GB	99.5 MB	62.7 MB
16	e7/a62541	1125793	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR3473989)	COMPLETED	0	2023-03-13 05:05:59.575	4.6s	3s	151.1%	152.5 MB	3 GB	22.5 MB	1.8 MB
19	bb/c10a91	1126163	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473984)	COMPLETED	0	2023-03-13 05:06:04.183	42.6s	41s	99.1%	2.8 GB	5.2 GB	953.3 MB	10.2 MB
20	9e/a2415c	1128126	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473985)	COMPLETED	0	2023-03-13 05:06:46.833	1m 21s	1m 19s	41.6%	2.8 GB	5.2 GB	950 MB	9.3 MB
21	d2/bd3e9f	1131408	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473987)	COMPLETED	0	2023-03-13 05:08:07.957	1m	59s	99.1%	2.8 GB	5.2 GB	952.2 MB	9.3 MB
22	ca/c0da44	1133642	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473986)	COMPLETED	0	2023-03-13 05:09:08.135	35.7s	34s	98.9%	2.8 GB	5.2 GB	949.2 MB	9 MB
23	1f/5e9104	1135427	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473989)	COMPLETED	0	2023-03-13 05:09:43.807	50.4s	50s	99.3%	2.8 GB	5.2 GB	949.4 MB	9.1 MB
24	6b/121b69	1137502	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (SRR3473988)	COMPLETED	0	2023-03-13 05:10:34.292	1m 12s	1m 10s	99.7%	2.8 GB	5.2 GB	961.2 MB	11.9 MB
26	81/3ba97d	1139953	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473984)	COMPLETED	0	2023-03-13 05:11:45.947	3.5s	3s	78.7%	530.7 MB	862.8 MB	30.6 MB	254.7 KB
25	7b/07f8f2	1140306	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473984)	COMPLETED	0	2023-03-13 05:11:49.450	773ms	1s	83.8%	7.9 MB	1.7 GB	4.5 MB	3.7 MB
27	35/df42d2	1140470	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473985)	COMPLETED	0	2023-03-13 05:11:50.245	731ms	0ms	88.2%	27 MB	2 GB	4.1 MB	3.3 MB
28	b5/d4bc0d	1140636	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473985)	COMPLETED	0	2023-03-13 05:11:50.997	2.6s	2s	80.0%	526.7 MB	862.8 MB	30.2 MB	254.5 KB
29	88/43701e	1140972	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473987)	COMPLETED	0	2023-03-13 05:11:53.596	790ms	1s	66.7%	26.1 MB	1.9 GB	4.1 MB	3.4 MB
30	cc/70745c	1141137	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473987)	COMPLETED	0	2023-03-13 05:11:54.395	2.5s	2s	78.8%	525.6 MB	862.8 MB	30.1 MB	254.7 KB
31	64/d88ceb	1141428	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473986)	COMPLETED	0	2023-03-13 05:11:56.930	810ms	0ms	108.3%	25.2 MB	1.9 GB	4 MB	3.3 MB
32	2e/21dbe9	1141617	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473986)	COMPLETED	0	2023-03-13 05:11:57.746	2.6s	3s	78.6%	524.5 MB	862.8 MB	29.9 MB	254.6 KB
33	2d/1741db	1141919	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473989)	COMPLETED	0	2023-03-13 05:12:00.343	499ms	0ms	113.4%	16.7 MB	1.7 GB	3.8 MB	3.1 MB
34	f3/aca609	1142080	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473989)	COMPLETED	0	2023-03-13 05:12:00.859	2.6s	2s	79.9%	526.9 MB	862.8 MB	30.2 MB	254.4 KB
35	11/80ba90	1142418	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR3473988)	COMPLETED	0	2023-03-13 05:12:03.438	955ms	1s	116.3%	17.7 MB	1.7 GB	5.2 MB	4.3 MB
36	95/6b4e8d	1142588	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (SRR3473988)	COMPLETED	0	2023-03-13 05:12:04.400	2.6s	2s	90.4%	538.8 MB	869.8 MB	31.6 MB	254.6 KB
37	82/76ca69	1142886	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473984)	COMPLETED	0	2023-03-13 05:12:06.982	745ms	0ms	51.2%	6.4 MB	220.9 MB	3.8 MB	55.4 KB
38	07/80b7d6	1143067	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473984)	COMPLETED	0	2023-03-13 05:12:07.741	6.4s	6s	152.7%	2 GB	8.6 GB	35.2 MB	4.5 MB
40	f7/810abc	1143914	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473985)	COMPLETED	0	2023-03-13 05:12:14.194	5.8s	5s	157.3%	2 GB	8.6 GB	34.5 MB	4.2 MB
39	09/ca0143	1144677	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473985)	COMPLETED	0	2023-03-13 05:12:19.977	762ms	0ms	38.6%	6.4 MB	220.9 MB	3.4 MB	54.8 KB
41	ee/1bf595	1144842	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473987)	COMPLETED	0	2023-03-13 05:12:20.744	422ms	1s	44.9%	6.5 MB	220.9 MB	3.5 MB	57.4 KB
42	11/f1799f	1145006	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473987)	COMPLETED	0	2023-03-13 05:12:21.182	5.4s	5s	158.7%	1.9 GB	8.6 GB	34.6 MB	4.2 MB
43	a9/fb6bc5	1145763	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473986)	COMPLETED	0	2023-03-13 05:12:26.571	415ms	0ms	59.1%	6.5 MB	220.9 MB	3.4 MB	56.6 KB
44	5b/b49cd7	1145923	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473986)	COMPLETED	0	2023-03-13 05:12:26.991	5.4s	5s	165.2%	2 GB	8.6 GB	34.4 MB	4.1 MB
45	eb/fb141d	1146684	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473989)	COMPLETED	0	2023-03-13 05:12:32.407	370ms	0ms	66.7%	6.6 MB	220.9 MB	3.2 MB	53.4 KB
46	cd/18d0ae	1146840	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473989)	COMPLETED	0	2023-03-13 05:12:32.784	5.1s	5s	161.8%	2 GB	8.6 GB	34 MB	3.9 MB
48	90/656cc3	1147596	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SRR3473988)	COMPLETED	0	2023-03-13 05:12:37.882	5.5s	5s	164.2%	1.9 GB	8.6 GB	36.4 MB	5.2 MB
47	60/ee6ead	1148368	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR3473988)	COMPLETED	0	2023-03-13 05:12:43.421	612ms	1s	77.4%	6.7 MB	220.9 MB	4.4 MB	57.5 KB
49	06/4b81bc	1148532	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TX2GENE (mm10_chr18.gtf)	COMPLETED	0	2023-03-13 05:12:44.048	1.3s	1s	97.5%	11.2 MB	16.3 MB	22 MB	168.6 KB
50	75/cfd475	1148707	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473984)	COMPLETED	0	2023-03-13 05:12:45.315	4.2s	4s	100.3%	215.2 MB	696.9 MB	120.9 MB	2.1 MB
52	c0/55832b	1149151	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473984)	COMPLETED	0	2023-03-13 05:12:49.579	343ms	0ms	62.9%	6.6 MB	220.9 MB	4 MB	55.5 KB
53	ae/d536cc	1149313	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473984)	COMPLETED	0	2023-03-13 05:12:49.940	1.5s	1s	115.1%	7.9 MB	14 MB	24.7 MB	6.1 MB
54	5f/cac7b4	1149508	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473984)	COMPLETED	0	2023-03-13 05:12:51.453	3.2s	1s	105.2%	707.9 MB	740.2 MB	9 MB	2.5 MB
55	38/5272f8	1149833	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473984)	COMPLETED	0	2023-03-13 05:12:54.667	1.5s	1s	88.1%	2.9 MB	13.9 MB	24.3 MB	481.5 KB
51	74/83dd27	1150003	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473984)	COMPLETED	0	2023-03-13 05:12:56.134	6.1s	4s	160.0%	377 MB	8.7 GB	45.1 MB	516.6 KB
58	02/a9ef95	1150542	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473985)	COMPLETED	0	2023-03-13 05:13:02.232	481ms	0ms	33.3%	6.5 MB	220.9 MB	3.6 MB	55 KB
56	cc/57bc58	1150705	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473985)	COMPLETED	0	2023-03-13 05:13:02.739	6s	4s	169.7%	329 MB	8.7 GB	44.8 MB	464.9 KB
59	86/936aa5	1151330	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473985)	COMPLETED	0	2023-03-13 05:13:08.778	2.2s	1s	104.5%	707.8 MB	740.2 MB	8.3 MB	2.4 MB
61	20/8bc80c	1151632	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473985)	COMPLETED	0	2023-03-13 05:13:10.961	4.3s	4s	103.2%	215.3 MB	696.9 MB	119.4 MB	2.1 MB
60	91/c13780	1152106	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473985)	COMPLETED	0	2023-03-13 05:13:15.294	447ms	0ms	94.3%	6.1 MB	36 MB	23.9 MB	481.5 KB
57	df/49fc55	1152278	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473985)	COMPLETED	0	2023-03-13 05:13:15.751	1.5s	1s	106.0%	7.4 MB	13.6 MB	24.1 MB	5.9 MB
64	53/9d6dd7	1152491	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473987)	COMPLETED	0	2023-03-13 05:13:17.210	3.2s	1s	108.2%	708.7 MB	740.2 MB	8.5 MB	2.6 MB
66	22/f3aabb	1152808	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473987)	COMPLETED	0	2023-03-13 05:13:20.389	349ms	0ms	75.9%	6.5 MB	220.9 MB	3.6 MB	57.4 KB
62	9e/f6cb1d	1152981	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473987)	COMPLETED	0	2023-03-13 05:13:20.760	4.2s	4s	101.3%	241.2 MB	696.9 MB	119.7 MB	2.1 MB
67	aa/6e630c	1153428	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473987)	COMPLETED	0	2023-03-13 05:13:24.978	6.4s	4s	165.8%	306.8 MB	8.7 GB	44.8 MB	462.2 KB
65	bc/3afd55	1153975	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473987)	COMPLETED	0	2023-03-13 05:13:31.344	1.5s	0ms	111.8%	7.7 MB	13.7 MB	24.2 MB	5.9 MB
63	90/28a28a	1154183	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473987)	COMPLETED	0	2023-03-13 05:13:32.816	427ms	1s	106.4%	6.1 MB	36 MB	24 MB	481.5 KB
68	ae/46acc9	1154347	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473986)	COMPLETED	0	2023-03-13 05:13:33.252	5.8s	4s	158.0%	339.3 MB	8.7 GB	44.7 MB	464.1 KB
69	b8/4a3322	1154977	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473986)	COMPLETED	0	2023-03-13 05:13:39.100	1.4s	0ms	107.4%	7.5 MB	13.6 MB	24.1 MB	5.8 MB
71	ca/6c5e40	1155166	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473986)	COMPLETED	0	2023-03-13 05:13:40.525	360ms	0ms	57.9%	6.5 MB	220.9 MB	3.5 MB	56.7 KB
70	89/946448	1155324	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473986)	COMPLETED	0	2023-03-13 05:13:40.911	3.5s	1s	106.7%	701.2 MB	734.2 MB	8.1 MB	2.4 MB
73	44/c1f2af	1155671	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473986)	COMPLETED	0	2023-03-13 05:13:44.472	1.7s	1s	106.4%	6.1 MB	36 MB	23.8 MB	481.5 KB
72	50/3e1375	1155845	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473986)	COMPLETED	0	2023-03-13 05:13:46.154	4s	4s	101.8%	215.1 MB	696.9 MB	119.2 MB	2.1 MB
74	0f/d553c8	1156311	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473989)	COMPLETED	0	2023-03-13 05:13:50.180	4.1s	4s	99.4%	241.1 MB	696.9 MB	118.3 MB	2.1 MB
77	4e/2fb949	1156754	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473989)	COMPLETED	0	2023-03-13 05:13:54.338	1.7s	0ms	109.9%	7.4 MB	13.6 MB	23.8 MB	5.8 MB
76	6d/6dd004	1156950	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473989)	COMPLETED	0	2023-03-13 05:13:56.021	3.1s	2s	106.5%	712.6 MB	746.1 MB	7.5 MB	2 MB
75	3b/514c27	1157309	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473989)	COMPLETED	0	2023-03-13 05:13:59.098	407ms	0ms	41.7%	6.6 MB	220.9 MB	3.3 MB	53.5 KB
78	f1/7667a1	1157470	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473989)	COMPLETED	0	2023-03-13 05:13:59.524	1.4s	0ms	92.6%	10.2 MB	147.5 MB	23.6 MB	481.5 KB
79	f5/5c369d	1157636	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473989)	COMPLETED	0	2023-03-13 05:14:00.965	5.9s	4s	169.6%	304.6 MB	8.7 GB	44.5 MB	463.7 KB
83	43/d4142f	1158199	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SRR3473988)	COMPLETED	0	2023-03-13 05:14:06.833	630ms	1s	28.6%	6.6 MB	220.9 MB	4.6 MB	57.5 KB
81	5a/fa1c39	1158357	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SRR3473988)	COMPLETED	0	2023-03-13 05:14:07.488	1.8s	1s	106.5%	7.4 MB	13.6 MB	25.1 MB	5.8 MB
84	1b/71e668	1158568	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473988)	COMPLETED	0	2023-03-13 05:14:09.313	4.2s	4s	99.6%	216.1 MB	696.9 MB	123.4 MB	2.1 MB
85	02/67f744	1158991	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SRR3473988)	COMPLETED	0	2023-03-13 05:14:13.534	1.7s	1s	100.0%	6.7 MB	35.9 MB	24.9 MB	481.5 KB
82	fc/e87e0b	1159184	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SRR3473988)	COMPLETED	0	2023-03-13 05:14:15.244	3.2s	1s	107.3%	701.3 MB	734.2 MB	10.5 MB	2.8 MB
80	06/877cd8	1159517	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473988)	COMPLETED	0	2023-03-13 05:14:18.466	6s	4s	168.1%	399.8 MB	8.7 GB	45.7 MB	473.2 KB
89	53/72195d	1160142	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473984)	COMPLETED	0	2023-03-13 05:14:24.507	422ms	0ms	105.0%	7 MB	222.2 MB	3.8 MB	56.8 KB
92	2d/c76e7b	1160317	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473984)	COMPLETED	0	2023-03-13 05:14:24.941	238ms	0ms	77.8%	3 MB	5.4 MB	159 KB	4.9 KB
94	bc/67dbcf	1160473	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473987)	COMPLETED	0	2023-03-13 05:14:25.190	523ms	0ms	88.9%	3.2 MB	5.4 MB	161 KB	4.9 KB
93	91/e2d0db	1160633	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473985)	COMPLETED	0	2023-03-13 05:14:25.724	261ms	0ms	105.9%	3.1 MB	5.4 MB	158.4 KB	4.9 KB
86	54/797dc1	1160794	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473984)	COMPLETED	0	2023-03-13 05:14:25.991	290ms	0ms	88.0%	6.3 MB	220.9 MB	3.8 MB	5.3 KB
88	8e/d6b1d1	1160951	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473987)	COMPLETED	0	2023-03-13 05:14:26.290	279ms	0ms	83.3%	6.7 MB	220.9 MB	3.5 MB	5.3 KB
90	f1/0c1534	1161112	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473985)	COMPLETED	0	2023-03-13 05:14:26.582	379ms	0ms	95.0%	6.9 MB	222.3 MB	3.4 MB	54.9 KB
95	52/7c7eac	1161282	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473986)	COMPLETED	0	2023-03-13 05:14:26.971	346ms	0ms	121.2%	7 MB	222.3 MB	3.4 MB	53.9 KB
101	fb/993283	1161440	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473989)	COMPLETED	0	2023-03-13 05:14:27.328	341ms	0ms	105.6%	7 MB	222.3 MB	3.2 MB	54.2 KB
96	e2/b343c1	1161600	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473986)	COMPLETED	0	2023-03-13 05:14:27.678	259ms	0ms	84.2%	3.1 MB	5.4 MB	160.2 KB	4.9 KB
98	cb/c21605	1161778	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473988)	COMPLETED	0	2023-03-13 05:14:27.947	286ms	0ms	73.7%	3.2 MB	5.4 MB	161.1 KB	4.9 KB
91	9d/d63993	1161935	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473987)	COMPLETED	0	2023-03-13 05:14:28.242	386ms	0ms	95.2%	7 MB	222.3 MB	3.5 MB	53.7 KB
87	b4/09b80b	1162092	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473985)	COMPLETED	0	2023-03-13 05:14:28.634	299ms	0ms	71.4%	6.6 MB	220.9 MB	3.4 MB	5.3 KB
99	a0/c23691	1162280	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473986)	COMPLETED	0	2023-03-13 05:14:28.944	333ms	0ms	83.3%	6.8 MB	220.9 MB	3.4 MB	5.3 KB
103	2c/29ffeb	1162442	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473988)	COMPLETED	0	2023-03-13 05:14:29.285	295ms	0ms	92.3%	6.4 MB	220.9 MB	4.4 MB	5.3 KB
